,Unnamed: 0,LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
1014,1014,1015,2015-10-18,"18:06:25,061",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 87 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1015,1015,1016,2015-10-18,"18:06:25,092",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,E80,Progress of TaskAttempt <*> is : <*>
1016,1016,1017,2015-10-18,"18:06:25,107",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>
1017,1017,1018,2015-10-18,"18:06:25,232",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424,E80,Progress of TaskAttempt <*> is : <*>
1018,1018,1019,2015-10-18,"18:06:25,998",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424,E80,Progress of TaskAttempt <*> is : <*>
1019,1019,1020,2015-10-18,"18:06:26,029",FATAL,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Task: attempt_1445144423722_0020_m_000002_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,E101,Task: <*> - exited : <*>: <*>; For more details see: <*>
1020,1020,1021,2015-10-18,"18:06:26,029",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Diagnostics report from attempt_1445144423722_0020_m_000002_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,E35,Diagnostics report from <*>: Error: <*>; For more details see: <*>
1021,1021,1022,2015-10-18,"18:06:26,029",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Diagnostics report from attempt_1445144423722_0020_m_000002_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,E35,Diagnostics report from <*>: Error: <*>; For more details see: <*>
1022,1022,1023,2015-10-18,"18:06:26,029",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from RUNNING to FAIL_CONTAINER_CLEANUP,E18,<*> TaskAttempt Transitioned from <*> to <*>
1023,1023,1024,2015-10-18,"18:06:26,029",INFO,ContainerLauncher #1,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_CLEANUP for container container_1445144423722_0020_01_000004 taskAttempt attempt_1445144423722_0020_m_000002_0,E77,Processing the event EventType: CONTAINER_REMOTE_CLEANUP for container <*> taskAttempt <*>
1024,1024,1025,2015-10-18,"18:06:26,029",INFO,ContainerLauncher #1,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,KILLING attempt_1445144423722_0020_m_000002_0,E60,KILLING <*>
1025,1025,1026,2015-10-18,"18:06:26,029",INFO,ContainerLauncher #1,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:52368,E74,Opening proxy : <*>
1026,1026,1027,2015-10-18,"18:06:26,061",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1027,1027,1028,2015-10-18,"18:06:26,061",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 88 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1028,1028,1029,2015-10-18,"18:06:26,108",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>
1029,1029,1030,2015-10-18,"18:06:26,108",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.
1030,1030,1031,2015-10-18,"18:06:26,123",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP,E15,<*> TaskAttempt Transitioned from <*> to <*>
1031,1031,1032,2015-10-18,"18:06:26,123",INFO,CommitterEvent Processor #1,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Processing the event EventType: TASK_ABORT,E79,Processing the event EventType: TASK_ABORT
1032,1032,1033,2015-10-18,"18:06:26,139",WARN,CommitterEvent Processor #1,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1033,1033,1034,2015-10-18,"18:06:26,139",WARN,CommitterEvent Processor #1,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Task cleanup failed for attempt attempt_1445144423722_0020_m_000002_0,E99,Task cleanup failed for attempt <*>
1034,1034,1035,2015-10-18,"18:06:26,139",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,E16,<*> TaskAttempt Transitioned from <*> to <*>
1035,1035,1036,2015-10-18,"18:06:26,139",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>
1036,1036,1037,2015-10-18,"18:06:26,139",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>
1037,1037,1038,2015-10-18,"18:06:26,139",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000002_1 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED
1038,1038,1039,2015-10-18,"18:06:26,139",ERROR,eventHandlingThread,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@7317849d,E40,Error writing History Event: <*>
1039,1039,1040,2015-10-18,"18:06:26,139",ERROR,eventHandlingThread,org.apache.hadoop.yarn.YarnUncaughtExceptionHandler,"Thread Thread[eventHandlingThread,5,main] threw an Exception.",E108,"Thread Thread[<*>,<*>,<*>] threw an Exception."
1040,1040,1041,2015-10-18,"18:06:26,139",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,1 failures on node MININT-FNANLI5.fareast.corp.microsoft.com,E1,<*> failures on node <*>
1041,1041,1042,2015-10-18,"18:06:26,139",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Added attempt_1445144423722_0020_m_000002_1 to list of failed maps,E2,Added <*> to list of failed <*>
1042,1042,1043,2015-10-18,"18:06:27,061",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1043,1043,1044,2015-10-18,"18:06:27,061",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 89 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1044,1044,1045,2015-10-18,"18:06:27,108",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Before Scheduling: PendingReds:0 ScheduledMaps:2 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,E24,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
1045,1045,1046,2015-10-18,"18:06:27,108",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>
1046,1046,1047,2015-10-18,"18:06:28,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1047,1047,1048,2015-10-18,"18:06:28,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 90 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1048,1048,1049,2015-10-18,"18:06:28,108",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>
1049,1049,1050,2015-10-18,"18:06:28,108",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.
1050,1050,1051,2015-10-18,"18:06:28,123",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,E80,Progress of TaskAttempt <*> is : <*>
1051,1051,1052,2015-10-18,"18:06:28,170",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,E80,Progress of TaskAttempt <*> is : <*>
1052,1052,1053,2015-10-18,"18:06:28,217",FATAL,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Task: attempt_1445144423722_0020_m_000001_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,E101,Task: <*> - exited : <*>: <*>; For more details see: <*>
1053,1053,1054,2015-10-18,"18:06:28,217",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Diagnostics report from attempt_1445144423722_0020_m_000001_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,E35,Diagnostics report from <*>: Error: <*>; For more details see: <*>
1054,1054,1055,2015-10-18,"18:06:28,217",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Diagnostics report from attempt_1445144423722_0020_m_000001_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,E35,Diagnostics report from <*>: Error: <*>; For more details see: <*>
1055,1055,1056,2015-10-18,"18:06:28,217",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from RUNNING to FAIL_CONTAINER_CLEANUP,E18,<*> TaskAttempt Transitioned from <*> to <*>
1056,1056,1057,2015-10-18,"18:06:28,217",INFO,ContainerLauncher #2,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_CLEANUP for container container_1445144423722_0020_01_000003 taskAttempt attempt_1445144423722_0020_m_000001_0,E77,Processing the event EventType: <*> for container <*> taskAttempt <*>
1057,1057,1058,2015-10-18,"18:06:28,217",INFO,ContainerLauncher #2,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,KILLING attempt_1445144423722_0020_m_000001_0,E60,KILLING <*>
1058,1058,1059,2015-10-18,"18:06:28,217",INFO,ContainerLauncher #2,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:52368,E74,Opening proxy : <*>
1059,1059,1060,2015-10-18,"18:06:28,233",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP,E15,<*> TaskAttempt Transitioned from <*> to <*>
1060,1060,1061,2015-10-18,"18:06:28,233",INFO,CommitterEvent Processor #2,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Processing the event EventType: TASK_ABORT,E79,Processing the event EventType: <*>
1061,1061,1062,2015-10-18,"18:06:28,233",WARN,CommitterEvent Processor #2,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1062,1062,1063,2015-10-18,"18:06:28,248",WARN,CommitterEvent Processor #2,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Task cleanup failed for attempt attempt_1445144423722_0020_m_000001_0,E99,Task cleanup failed for attempt <*>
1063,1063,1064,2015-10-18,"18:06:28,248",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,E16,<*> TaskAttempt Transitioned from <*> to <*>
1064,1064,1065,2015-10-18,"18:06:28,248",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>
1065,1065,1066,2015-10-18,"18:06:28,248",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>
1066,1066,1067,2015-10-18,"18:06:28,248",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_1 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from <*> to <*>
1067,1067,1068,2015-10-18,"18:06:28,248",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,2 failures on node MININT-FNANLI5.fareast.corp.microsoft.com,E1,<*> failures on node <*>
1068,1068,1069,2015-10-18,"18:06:28,248",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Added attempt_1445144423722_0020_m_000001_1 to list of failed maps,E2,Added <*> to list of failed <*>
1069,1069,1070,2015-10-18,"18:06:29,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1070,1070,1071,2015-10-18,"18:06:29,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 91 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1071,1071,1072,2015-10-18,"18:06:29,108",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Before Scheduling: PendingReds:0 ScheduledMaps:3 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,E24,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
1072,1072,1073,2015-10-18,"18:06:29,108",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>
1073,1073,1074,2015-10-18,"18:06:30,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1074,1074,1075,2015-10-18,"18:06:30,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 92 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1075,1075,1076,2015-10-18,"18:06:30,108",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>
1076,1076,1077,2015-10-18,"18:06:30,108",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.
1077,1077,1078,2015-10-18,"18:06:31,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1078,1078,1079,2015-10-18,"18:06:31,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 93 seconds.  Will retry shortly ...,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...
1079,1079,1080,2015-10-18,"18:06:31,108",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>
1080,1080,1081,2015-10-18,"18:06:32,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1081,1081,1082,2015-10-18,"18:06:32,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 94 seconds.  Will retry shortly ...,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...
1082,1082,1083,2015-10-18,"18:06:32,108",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>
1083,1083,1084,2015-10-18,"18:06:32,108",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.
1084,1084,1085,2015-10-18,"18:06:33,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1085,1085,1086,2015-10-18,"18:06:33,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 95 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1086,1086,1087,2015-10-18,"18:06:33,108",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>
1087,1087,1088,2015-10-18,"18:06:34,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1088,1088,1089,2015-10-18,"18:06:34,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 96 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1089,1089,1090,2015-10-18,"18:06:34,108",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>
1090,1090,1091,2015-10-18,"18:06:34,108",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.
1091,1091,1092,2015-10-18,"18:06:35,093",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1092,1092,1093,2015-10-18,"18:06:35,093",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 97 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1093,1093,1094,2015-10-18,"18:06:35,108",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>
1094,1094,1095,2015-10-18,"18:06:36,093",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1095,1095,1096,2015-10-18,"18:06:36,093",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 98 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1096,1096,1097,2015-10-18,"18:06:36,108",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>
1097,1097,1098,2015-10-18,"18:06:36,108",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.
1098,1098,1099,2015-10-18,"18:06:37,108",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>
1099,1099,1100,2015-10-18,"18:06:37,108",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1100,1100,1101,2015-10-18,"18:06:37,108",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 99 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1101,1101,1102,2015-10-18,"18:06:38,108",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,Retrying connect to server: <*>. Already tried <*> time(s); retry policy is <*>
1102,1102,1103,2015-10-18,"18:06:38,108",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.
1103,1103,1104,2015-10-18,"18:06:38,140",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>
1104,1104,1105,2015-10-18,"18:06:38,140",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 100 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1105,1105,1106,2015-10-18,"18:06:39,108",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>
