,Unnamed: 0,LineId,Time,Program,Content,EventId,EventTemplate
1011,1011,1012,07.26 13:39:39,Dropbox.exe,"d.dropbox.com:443 close, 1021 bytes sent, 4906 bytes (4.79 KB) received, lifetime 01:01",E8,"<*> <*>, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*>"
1012,1012,1013,07.26 13:40:11,chrome.exe *64,"clients6.google.com:443 close, 3216 bytes (3.14 KB) sent, 2391 bytes (2.33 KB) received, lifetime 05:04",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1013,1013,1014,07.26 13:40:22,chrome.exe *64,"i.ytimg.com:443 close, 2836 bytes (2.76 KB) sent, 125622 bytes (122 KB) received, lifetime 06:33",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1014,1014,1015,07.26 13:41:04,chrome.exe *64,d.agkn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1015,1015,1016,07.26 13:42:05,chrome.exe *64,"r6---sn-i3b7kn7d.googlevideo.com:443 close, 12789 bytes (12.4 KB) sent, 13833013 bytes (13.1 MB) received, lifetime 01:01",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> MB) received, lifetime <*>"
1016,1016,1017,07.26 13:42:10,chrome.exe *64,"odr.mookie1.com:443 close, 1045 bytes (1.02 KB) sent, 5662 bytes (5.52 KB) received, lifetime 01:06",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1017,1017,1018,07.26 13:43:17,chrome.exe *64,odr.mookie1.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1018,1018,1019,07.26 13:43:18,chrome.exe *64,static.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1019,1019,1020,07.26 13:44:26,Dropbox.exe,d.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>: <*> <*> through proxy <*> <*>
1020,1020,1021,07.26 13:44:28,chrome.exe *64,fonts.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1021,1021,1022,07.26 13:44:29,chrome.exe *64,static.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1022,1022,1023,07.26 13:45:00,chrome.exe *64,"r6---sn-i3b7knez.googlevideo.com:443 close, 13118 bytes (12.8 KB) sent, 3242984 bytes (3.09 MB) received, lifetime 00:31",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> MB) received, lifetime <*>"
1023,1023,1024,07.26 13:46:41,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1024,1024,1025,07.26 13:46:41,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1025,1025,1026,07.26 13:46:41,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1026,1026,1027,07.26 13:46:41,chrome.exe *64,timg.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1027,1027,1028,07.26 13:46:41,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1028,1028,1029,07.26 13:46:41,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1029,1029,1030,07.26 13:46:43,chrome.exe *64,ecmb.bdimg.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1030,1030,1031,07.26 13:46:48,chrome.exe *64,"c.baidu.com:80 close, 1052 bytes (1.02 KB) sent, 113 bytes received, lifetime <1 sec",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes received, lifetime <*> sec>"
1031,1031,1032,07.26 13:46:51,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1032,1032,1033,07.26 13:46:51,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1033,1033,1034,07.26 13:46:51,chrome.exe *64,"timg.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1034,1034,1035,07.26 13:46:51,chrome.exe *64,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1035,1035,1036,07.26 13:46:52,chrome.exe *64,ubmcmm.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1036,1036,1037,07.26 13:46:52,chrome.exe *64,dup.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1037,1037,1038,07.26 13:46:52,chrome.exe *64,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1038,1038,1039,07.26 13:47:02,chrome.exe *64,"pos.baidu.com:80 close, 3783 bytes (3.69 KB) sent, 38448 bytes (37.5 KB) received, lifetime 00:11",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1039,1039,1040,07.26 13:47:07,chrome.exe *64,"i9.baidu.com:80 close, 1915 bytes (1.87 KB) sent, 12764 bytes (12.4 KB) received, lifetime 00:21",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1040,1040,1041,07.26 13:47:11,chrome.exe *64,"z13.cnzz.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1041,1041,1042,07.26 13:47:11,chrome.exe *64,eclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1042,1042,1043,07.26 13:47:12,chrome.exe *64,"f10.baidu.com:80 close, 6956 bytes (6.79 KB) sent, 101059 bytes (98.6 KB) received, lifetime 00:20",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1043,1043,1044,07.26 13:47:16,chrome.exe *64,"suggestion.baidu.com:80 close, 1829 bytes (1.78 KB) sent, 1039 bytes (1.01 KB) received, lifetime 00:35",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1044,1044,1045,07.26 13:47:16,chrome.exe *64,"eclick.baidu.com:80 close, 1037 bytes (1.01 KB) sent, 311 bytes received, lifetime 00:05",E8,"<*> <*>, <*> bytes (<*> KB) sent, <*> bytes received, lifetime <*>"
1045,1045,1046,07.26 13:47:17,chrome.exe *64,"cm.g.doubleclick.net:443 close, 2197 bytes (2.14 KB) sent, 1527 bytes (1.49 KB) received, lifetime 06:13",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1046,1046,1047,07.26 13:47:37,chrome.exe *64,news.4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1047,1047,1048,07.26 13:47:37,chrome.exe *64,app.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1048,1048,1049,07.26 13:47:37,chrome.exe *64,app.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1049,1049,1050,07.26 13:47:37,chrome.exe *64,video.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1050,1050,1051,07.26 13:47:37,chrome.exe *64,video.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1051,1051,1052,07.26 13:47:38,chrome.exe *64,comment.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1052,1052,1053,07.26 13:47:38,chrome.exe *64,a.img4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>: <*> open through proxy <*>: <*> <*>
1053,1053,1054,07.26 13:47:38,chrome.exe *64,w.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1054,1054,1055,07.26 13:47:38,chrome.exe *64,www.4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>: <*> open through proxy <*>: <*> <*>
1055,1055,1056,07.26 13:47:39,chrome.exe *64,"cpro.baidustatic.com:443 close, 334 bytes sent, 3713 bytes (3.62 KB) received, lifetime 00:48",E8,"<*> close, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*>"
1056,1056,1057,07.26 13:47:59,chrome.exe *64,"www.4399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1057,1057,1058,07.26 13:47:59,chrome.exe *64,"cnzz.mmstat.com:80 close, 686 bytes sent, 579 bytes received, lifetime <1 sec",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*> sec>"
1058,1058,1059,07.26 13:48:21,chrome.exe *64,hm.baidu.com:80 error : A connection request was canceled before the completion.,E7,<*> <*> : <*>
1059,1059,1060,07.26 13:48:29,chrome.exe *64,"app.4399.cn:80 close, 1381 bytes (1.34 KB) sent, 38524 bytes (37.6 KB) received, lifetime 00:52",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1060,1060,1061,07.26 13:48:30,chrome.exe *64,"www.google.com:443 close, 9034 bytes (8.82 KB) sent, 3696 bytes (3.60 KB) received, lifetime 07:26",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1061,1061,1062,07.26 13:48:30,chrome.exe *64,"www.youtube.com:443 close, 30789 bytes (30.0 KB) sent, 164940 bytes (161 KB) received, lifetime 07:44",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1062,1062,1063,07.26 13:48:51,chrome.exe *64,"www.qulishi.com:80 close, 1581 bytes (1.54 KB) sent, 79427 bytes (77.5 KB) received, lifetime 02:01",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1063,1063,1064,07.26 13:48:59,chrome.exe *64,"q7.cnzz.com:80 close, 0 bytes sent, 0 bytes received, lifetime 01:00",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1064,1064,1065,07.26 13:49:38,chrome.exe *64,"w.cnzz.com:80 close, 570 bytes sent, 11519 bytes (11.2 KB) received, lifetime 02:00",E8,"<*> close, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*>"
1065,1065,1066,07.26 13:50:06,Dropbox.exe,client-lb.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1066,1066,1067,07.26 13:50:06,Dropbox.exe,"block.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> <*>, <*> bytes sent, <*> bytes received, lifetime <*>"
1067,1067,1068,07.26 13:53:48,WeChat.exe,short.weixin.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1068,1068,1069,07.26 13:55:07,WeChat.exe,"qbwup.imtt.qq.com:80 close, 494 bytes sent, 208 bytes received, lifetime 00:33",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1069,1069,1070,07.26 13:59:44,chrome.exe *64,www.google.com.hk:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1070,1070,1071,07.26 14:03:57,chrome.exe *64,"notifications.google.com:443 close, 470 bytes sent, 4856 bytes (4.74 KB) received, lifetime 04:00",E8,"<*> <*>, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*>"
1071,1071,1072,07.26 14:04:50,chrome.exe *64,apis.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1072,1072,1073,07.26 14:05:04,chrome.exe *64,csi.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1073,1073,1074,07.26 14:05:04,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1074,1074,1075,07.26 14:05:07,Dropbox.exe,block.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1075,1075,1076,07.26 14:05:23,SogouCloud.exe,"get.sogou.com:80 close, 759 bytes sent, 51462 bytes (50.2 KB) received, lifetime 00:05",E8,"<*> close, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*>"
1076,1076,1077,07.26 14:05:25,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1077,1077,1078,07.26 14:05:28,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1078,1078,1079,07.26 14:07:33,YodaoDict.exe,cidian.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1079,1079,1080,07.26 14:08:54,chrome.exe *64,"clientservices.googleapis.com:443 close, 1051 bytes (1.02 KB) sent, 592 bytes received, lifetime 04:01",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes received, lifetime <*>"
1080,1080,1081,07.26 14:10:07,WeChat.exe,"qbwup.imtt.qq.com:80 close, 494 bytes sent, 208 bytes received, lifetime 00:32",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1081,1081,1082,07.26 14:10:59,WeChat.exe,"short.weixin.qq.com:80 close, 425 bytes sent, 161 bytes received, lifetime <1 sec",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*> sec>"
1082,1082,1083,07.26 14:11:09,SGTool.exe,"info.pinyin.sogou.com:80 close, 1020 bytes sent, 607 bytes received, lifetime 00:30",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1083,1083,1084,07.26 14:11:25,Dropbox.exe,client-cf.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> <*> through proxy <*> <*>
1084,1084,1085,07.26 14:11:50,WeChat.exe,"203.205.129.102:8080 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403",E5,<*> <*> : <*> - <*>
1085,1085,1086,07.26 14:11:52,WeChat.exe,203.205.146.15:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1086,1086,1087,07.26 14:12:28,Dropbox.exe,"client-cf.dropbox.com:443 close, 3934 bytes (3.84 KB) sent, 5647 bytes (5.51 KB) received, lifetime 01:03",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1087,1087,1088,07.26 14:12:29,Dropbox.exe,"client-cf.dropbox.com:443 close, 4478 bytes (4.37 KB) sent, 16913 bytes (16.5 KB) received, lifetime 01:01",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1088,1088,1089,07.26 14:13:05,chrome.exe *64,people-pa.clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1089,1089,1090,07.26 14:13:10,chrome.exe *64,f-log-extension.grammarly.io:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> <*> through proxy <*> <*>
1090,1090,1091,07.26 14:13:17,chrome.exe *64,"lh6.googleusercontent.com:443 close, 471 bytes sent, 4694 bytes (4.58 KB) received, lifetime 00:11",E8,"<*> <*>, <*> bytes sent, <*> bytes (<*> KB) received, lifetime <*>"
1091,1091,1092,07.26 14:15:07,WeChat.exe,"qbwup.imtt.qq.com:80 close, 494 bytes sent, 208 bytes received, lifetime 00:32",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1092,1092,1093,07.26 14:16:11,Dropbox.exe,d.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>: <*> open through proxy <*>: <*> <*>
1093,1093,1094,07.26 14:17:01,chrome.exe *64,"www.google.com.hk:443 close, 2411 bytes (2.35 KB) sent, 2093 bytes (2.04 KB) received, lifetime 04:01",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1094,1094,1095,07.26 14:17:45,Acrobat.exe,"ocsp.digicert.com:80 close, 942 bytes sent, 3184 bytes (3.10 KB) received, lifetime 00:07",E8,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
1095,1095,1096,07.26 14:21:40,chrome.exe *64,mail-attachment.googleusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> <*> through proxy <*> <*>
1096,1096,1097,07.26 14:21:41,chrome.exe *64,ssl.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1097,1097,1098,07.26 14:22:35,Acrobat.exe,"static.adobelogin.com:443 close, 356 bytes sent, 3523 bytes (3.44 KB) received, lifetime 00:02",E8,"<*> close, <*> bytes sent, <*> bytes (<*>) received, lifetime <*>"
1098,1098,1099,07.26 14:23:31,Dropbox.exe,"block-edge.dropbox.com:443 close, 861480 bytes (841 KB) sent, 5464 bytes (5.33 KB) received, lifetime 01:45",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1099,1099,1100,07.26 14:24:32,YodaoDict.exe,cidian.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1100,1100,1101,07.26 14:24:43,YodaoDict.exe,dict.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1101,1101,1102,07.26 14:24:58,YodaoDict.exe,impservice.dictapp.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> <*> through proxy <*> <*>
1102,1102,1103,07.26 14:25:41,chrome.exe *64,"capi.grammarly.com:443 close, 4974 bytes (4.85 KB) sent, 8661 bytes (8.45 KB) received, lifetime 02:13",E8,"capi.grammarly.com:<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1103,1103,1104,07.26 14:25:47,chrome.exe *64,ogs.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1104,1104,1105,07.26 14:25:47,chrome.exe *64,ssl.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1105,1105,1106,07.26 14:25:58,chrome.exe *64,ssl.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1106,1106,1107,07.26 14:27:34,YodaoDict.exe,"cidian.youdao.com:80 close, 2369 bytes (2.31 KB) sent, 1583 bytes (1.54 KB) received, lifetime 02:59",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1107,1107,1108,07.26 14:28:55,chrome.exe *64,"3.client-channel.google.com:443 close, 27694 bytes (27.0 KB) sent, 165991 bytes (162 KB) received, lifetime 01:07:37",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1108,1108,1109,07.26 14:30:30,chrome.exe *64,lh3.googleusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> <*> through proxy <*> <*>
1109,1109,1110,07.26 14:30:31,chrome.exe *64,www.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1110,1110,1111,07.26 14:30:32,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1111,1111,1112,07.26 14:30:32,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1112,1112,1113,07.26 14:30:32,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1113,1113,1114,07.26 14:30:32,chrome.exe *64,www.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1114,1114,1115,07.26 14:30:32,chrome.exe *64,sestat.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1115,1115,1116,07.26 14:30:32,chrome.exe *64,sestat.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1116,1116,1117,07.26 14:30:32,chrome.exe *64,suggestion.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1117,1117,1118,07.26 14:30:32,chrome.exe *64,d3cv4a9a9wh0bt.cloudfront.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1118,1118,1119,07.26 14:30:35,chrome.exe *64,i9.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1119,1119,1120,07.26 14:30:43,chrome.exe *64,"s1.bdstatic.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1120,1120,1121,07.26 14:30:43,chrome.exe *64,"www.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1121,1121,1122,07.26 14:30:44,chrome.exe *64,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1122,1122,1123,07.26 14:30:45,chrome.exe *64,news.4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1123,1123,1124,07.26 14:31:01,chrome.exe *64,"i9.baidu.com:80 close, 1671 bytes (1.63 KB) sent, 4659 bytes (4.54 KB) received, lifetime 00:26",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1124,1124,1125,07.26 14:31:08,chrome.exe *64,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1125,1125,1126,07.26 14:31:08,chrome.exe *64,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1126,1126,1127,07.26 14:31:10,chrome.exe *64,comment.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1127,1127,1128,07.26 14:31:11,chrome.exe *64,xin.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1128,1128,1129,07.26 14:31:12,chrome.exe *64,newsapp.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> <*> through proxy <*> <*>
1129,1129,1130,07.26 14:31:31,chrome.exe *64,"cbjs.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1130,1130,1131,07.26 14:31:31,chrome.exe *64,"bdimg.share.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1131,1131,1132,07.26 14:31:31,chrome.exe *64,"ubmcmm.baidustatic.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1132,1132,1133,07.26 14:31:31,chrome.exe *64,"s1.img4399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1133,1133,1134,07.26 14:31:31,chrome.exe *64,"ubmcmm.baidustatic.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1134,1134,1135,07.26 14:32:04,chrome.exe *64,"c.cnzz.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:30",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1135,1135,1136,07.26 14:34:45,chrome.exe *64,"www.evernote.com:443 close, 4733 bytes (4.62 KB) sent, 8179 bytes (7.98 KB) received, lifetime 04:12",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1136,1136,1137,07.26 14:35:08,WeChat.exe,"qbwup.imtt.qq.com:80 close, 494 bytes sent, 208 bytes received, lifetime 00:32",E8,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>"
1137,1137,1138,07.26 14:35:08,Dropbox.exe,"block.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> <*>, <*> bytes sent, <*> bytes received, lifetime <*>"
1138,1138,1139,07.26 14:39:29,chrome.exe *64,"clients4.google.com:443 close, 11736 bytes (11.4 KB) sent, 8496 bytes (8.29 KB) received, lifetime 08:46",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1139,1139,1140,07.26 14:40:28,chrome.exe *64,"clients6.google.com:443 close, 3025 bytes (2.95 KB) sent, 6726 bytes (6.56 KB) received, lifetime 05:20",E8,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
1140,1140,1141,07.26 14:43:52,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403",E5,<*> <*> : <*> - <*>
1141,1141,1142,07.26 14:44:17,chrome.exe *64,clients2.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1142,1142,1143,07.26 14:44:23,chrome.exe *64,mtalk.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> <*>
1143,1143,1144,07.26 14:44:36,WeChat.exe,qbwup.imtt.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>: <*> open through proxy <*>: <*> <*>
